,knuder,tid
0,15,6.433199858292938e-05
1,30,9.664800018072128e-05
2,45,0.0001300200028344989
3,60,0.0002058240002952516
4,85,0.00036158799775876105
5,100,0.0003356999973766506
6,125,0.0004993800015654415
7,150,0.0004952239966951311
8,175,0.0005859399982728064
9,200,0.0005873759952373803
10,250,0.00077001599711366
11,300,0.000878911999752745
12,350,0.0011055200023110956
13,400,0.0010070800024550408
14,450,0.001133488001069054
