,knuder,tid
0,15,0.00010222800192423165
1,30,0.00025698399753309786
2,45,0.00016398799954913556
3,60,0.00032119200332090256
4,85,0.0005529000016395002
5,100,0.0005076079955324531
6,125,0.0007384599989745766
7,150,0.0006552119995467364
8,175,0.0007040399988181889
9,200,0.0009361120022367686
10,250,0.0013818119978532195
11,300,0.0018409799959044904
12,350,0.0019397239992395043
13,400,0.002453887996962294
14,450,0.0023673880007117985
